Agency,Total spend (approx),DISTRICT_NAME,STATENAME,NATIONAL DATA ID,STREET_ADDRESS,CITY,COMPANY_DOMAIN,matched_name,use_microbit
"Catoosa County Public Schools, Georgia",NDA,CATOOSA COUNTY PUBLIC SCHOOLS,GEORGIA,NCES_District-1300930,307 Cleveland Street,Ringgold,,CATOOSA COUNTY,Yes
"College of Dupage, Illinois",NDA,COLLEGE OF DUPAGE,ILLINOIS,NCES_District-1736920,1416 Maine St,Quincy,,SPEC EDUC ASSOC OF ADAMS COUNTY,Yes
"Henderson State University, Arkansas",NDA,HENDERSON STATE UNIVERSITY,ARKANSAS,NCES_District-0500436,215 West O Street,RUSSELLVILLE,http://www.atu.edu/career/,ARK TECH UNIVERISTY CAREER CENTER,Yes
"Anaheim Elementary School District, California",NDA,ANAHEIM ELEMENTARY SCHOOL DISTRICT,CALIFORNIA,NCES_District-0602610,1001 South East St.,Anaheim,http://www.aesd.org,ANAHEIM ELEMENTARY,Yes
"California Department of Corrections and Rehabilitation, California",NDA,CALIFORNIA DEPARTMENT OF CORRECTIONS AND REHABILITATION,CALIFORNIA,NCES_District-0632610,PO Box 430,Lake Arrowhead,http://www.rimsd.k12.ca.us,RIM OF THE WORLD UNIFIED,Yes
"University of North Georgia, Georgia",NDA,UNIVERSITY OF NORTH GEORGIA,GEORGIA,NCES_District-1300251,3183 Greenbriar Parkway SW,Atlanta,http://slamatlanta.com,STATE SPECIALTY SCHOOLS II- SLAM ACADEMY OF ATLANTA,Yes
"Kingsborough Community College CUNY, New York",NDA,KINGSBOROUGH COMMUNITY COLLEGE CUNY,NEW YORK,NCES_District-3680977,199 WASHINGTON AVE,RENSSELAER,,NURSES MIDDLE COLLEGE CHARTER HIGH SCHOOL-CAPITAL REGION,Yes
"City College of New York CUNY, New York",NDA,CITY COLLEGE OF NEW YORK CUNY,NEW YORK,NCES_District-3600136,442 E 12TH ST,NEW YORK,http://girlspreples.org/schools/les_elementary,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,Yes
"Kern High School District, California",NDA,KERN HIGH SCHOOL DISTRICT,CALIFORNIA,NCES_District-0619540,5801 Sundale Ave.,Bakersfield,http://www.kernhigh.org,KERN HIGH,Yes
"University Of Missouri -Science & Technology, Missouri",NDA,UNIVERSITY OF MISSOURI -SCIENCE & TECHNOLOGY,MISSOURI,NCES_District-2932493,303 Townsend Hall,Columbia,http://education.missouri.edu/mizzou-academy/,UNIVERSITY OF MO - COLUMBIA,Yes
"University Of Missouri-Columbia (Mizzou), Missouri",NDA,UNIVERSITY OF MISSOURI-COLUMBIA (MIZZOU),MISSOURI,NCES_District-2932493,303 Townsend Hall,Columbia,http://education.missouri.edu/mizzou-academy/,UNIVERSITY OF MO - COLUMBIA,Yes
"Kalispell Public Schools, Montana",NDA,KALISPELL PUBLIC SCHOOLS,MONTANA,NCES_District-3023160,Box 9,Roy,http://roy.k12.mt.us,ROY K-12 SCHOOLS,Yes
"Bonner Springs/Edwardsville USD 204, Kansas",NDA,BONNER SPRINGS/EDWARDSVILLE USD 204,KANSAS,NCES_District-2004050,2200 S. 138th Street,Bonner Springs,http://www.usd204.net,BONNER SPRINGS,Yes
"Eastern Kentucky University, Kentucky",NDA,EASTERN KENTUCKY UNIVERSITY,KENTUCKY,NCES_District-2106001,291 West Broadway Street,Eminence,,KENTUCKY NATIONAL GUARD YOUTH CHALLENGE ACADEMIES,Yes
"University of Massachusetts Medical School, Massachusetts",NDA,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,MASSACHUSETTS,NCES_District-2500542,115 Washington Street,Ayer,http://www.asrsd.org,AYER SHIRLEY SCHOOL DISTRICT,Yes
"Slippery Rock University, Pennsylvania",NDA,SLIPPERY ROCK UNIVERSITY,PENNSYLVANIA,NCES_District-4206960,30 N Chancellor St,Newtown,http://www.crsd.org,COUNCIL ROCK SD,Yes
"Lewisville Independent School District, Texas",NDA,LEWISVILLE INDEPENDENT SCHOOL DISTRICT,TEXAS,NCES_District-4800194,P O BOX 1643,SAN MARCOS,http://www.texasprep.us,TEXAS PREPARATORY SCHOOL,Yes
"USD 232 DeSoto, Kansas",NDA,USD 232 DESOTO,KANSAS,NCES_District-2005490,35200 W 91st St,De Soto,http://www.usd232.org,DE SOTO,Yes
"Crown Point Community School Corporation, Indiana",NDA,CROWN POINT COMMUNITY SCHOOL CORPORATION,INDIANA,NCES_District-1802490,200 E North St,Crown Point,http://www.cps.k12.in.us/,CROWN POINT COMMUNITY SCHOOL CORP,Yes
"Starkville Oktibbeha County School District, Mississippi",NDA,STARKVILLE OKTIBBEHA COUNTY SCHOOL DISTRICT,MISSISSIPPI,NCES_District-2800031,P.O. Box 229,Brookhaven,http://www.msabrookhaven.org,MS SCHOOL FOR THE ARTS,Yes
"Starkville School District, Mississippi",NDA,STARKVILLE SCHOOL DISTRICT,MISSISSIPPI,NCES_District-2800450,P.O. Box 330,Amory,http://www.amoryschools.com,AMORY SCHOOL DIST,Yes
"Town Of Oyster Bay, New York",NDA,TOWN OF OYSTER BAY,NEW YORK,NCES_District-3601084,160 SCHOOL LN,FRANKFORT,http://www.uascs.org,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,Yes
"Hickory Ridge Middle School, North Carolina",NDA,HICKORY RIDGE MIDDLE SCHOOL,NORTH CAROLINA,NCES_District-3700441,1209 Little Rock Rd,Charlotte,,JACKSON DAY SCHOOL,Yes
"Oxford Academy Central School District, New York",NDA,OXFORD ACADEMY CENTRAL SCHOOL DISTRICT,NEW YORK,NCES_District-3622260,PO BOX 192,OXFORD,http://www.oxac.org,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,Yes
"Wilson Middle School, Washington",NDA,WILSON MIDDLE SCHOOL,WASHINGTON,NCES_District-5304230,PO BOX 97039,REDMOND,http://www.lwsd.org,LAKE WASHINGTON SCHOOL DISTRICT,Yes
"City of Shafter, California",NDA,CITY OF SHAFTER,CALIFORNIA,NCES_District-0602022,777 Aileen St.,Camarillo,http://www.camarillocharter.org,CAMARILLO ACADEMY OF PROGRESSIVE EDUCATION DISTRICT,Yes
"Texas Parks & Wildlife Department, Texas",NDA,TEXAS PARKS & WILDLIFE DEPARTMENT,TEXAS,NCES_District-4800253,1102 S CONGRESS AVE,AUSTIN,http://www.tsd.state.tx.us,TEXAS SCH FOR THE DEAF,Yes
"Geneva Community Unit School District 304, Illinois",NDA,GENEVA COMMUNITY UNIT SCHOOL DISTRICT 304,ILLINOIS,NCES_District-1725770,101 W Madison St,Metamora,http://www.mths.us,COUNTY OF WOODFORD SCHOOL,Yes
"Tolt Middle School, Washington",NDA,TOLT MIDDLE SCHOOL,WASHINGTON,NCES_District-5302940,315 129TH ST S,TACOMA,,FRANKLIN PIERCE SCHOOL DISTRICT,Yes
"Oregon State University, Oregon",NDA,OREGON STATE UNIVERSITY,OREGON,NCES_District-4100038,107 SW First St Ste 105,Enterprise,http://www.r18esd.org,REGION 18 ESD,Yes
"Clayton State University, Georgia",NDA,CLAYTON STATE UNIVERSITY,GEORGIA,NCES_District-1305861,2626 Hogan Road,Atlanta,,STATE SPECIALTY SCHOOLS II- RISE PREPARATORY CHARTER SCHOOL,Yes
"Western Kentucky University, Kentucky",NDA,WESTERN KENTUCKY UNIVERSITY,KENTUCKY,NCES_District-2106001,291 West Broadway Street,Eminence,,KENTUCKY NATIONAL GUARD YOUTH CHALLENGE ACADEMIES,Yes
"Youngstown State University, Ohio",NDA,YOUNGSTOWN STATE UNIVERSITY,OHIO,NCES_District-3904379,2155 Miramar Blvd,University Heights,http://www.chuh.org/,CLEVELAND HEIGHTS-UNIVERSITY HEIGHTS CITY,Yes
"Denison Community School District, Iowa",NDA,DENISON COMMUNITY SCHOOL DISTRICT,IOWA,NCES_District-1908910,819 N 16th St,Denison,http://www.denison.k12.ia.us,DENISON COMM SCHOOL DISTRICT,Yes
"Stewartville Public School District No. 534, Minnesota",NDA,STEWARTVILLE PUBLIC SCHOOL DISTRICT NO. 534,MINNESOTA,NCES_District-2738160,301 2ND STREET SW,STEWARTVILLE,http://www.ssd.k12.mn.us,STEWARTVILLE PUBLIC SCHOOL DISTRICT,Yes
"Millersville University Of Pennsylvania, Pennsylvania",NDA,MILLERSVILLE UNIVERSITY OF PENNSYLVANIA,PENNSYLVANIA,NCES_District-4200755,N George St,Millersville,http://www.millersville.edu,MILLERSVILLE UNIVERSITY OF PA,Yes
"East Mills Community School District, Iowa",NDA,EAST MILLS COMMUNITY SCHOOL DISTRICT,IOWA,NCES_District-1918240,58962 380th Street,Hastings,http://www.emschools.org,EAST MILLS COMM SCHOOL DISTRICT,Yes
"Berkner High School, Texas",NDA,BERKNER HIGH SCHOOL,TEXAS,NCES_District-4801476,1707 CENTENNIAL BLVD,SAN ANTONIO,http://PreludePrep.org,PRELUDE PREPARATORY CHARTER SCHOOL,Yes
"New Milford Borough School District, New Jersey",NDA,NEW MILFORD BOROUGH SCHOOL DISTRICT,NEW JERSEY,NCES_District-3410170,7 Hillside Avenue,Milford,http://www.milfordpublicschool.com,MILFORD BOROUGH SCHOOL DISTRICT,Yes
"University of Massachusetts - Amherst, Massachusetts",NDA,UNIVERSITY OF MASSACHUSETTS - AMHERST,MASSACHUSETTS,NCES_District-2501890,170 Chestnut Street,Amherst,http://www.arps.org,AMHERST,Yes
"Bucks County Community College, Pennsylvania",NDA,BUCKS COUNTY COMMUNITY COLLEGE,PENNSYLVANIA,NCES_District-4212600,146 Weatherby Way,Mifflintown,http://www.jcsdk12.org/,JUNIATA COUNTY SD,Yes
"New York City School District #4, New York",NDA,NEW YORK CITY SCHOOL DISTRICT #4,NEW YORK,NCES_District-3615780,290 NORWOOD AVE,PORT JEFFERSON STATION,http://www.comsewogue.k12.ny.us,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,Yes
"Cozad City Schools, Nebraska",NDA,COZAD CITY SCHOOLS,NEBRASKA,NCES_District-3105460,1910 MERIDIAN AVE,COZAD,,COZAD COMMUNITY SCHOOLS,Yes
"Kane County, Utah",NDA,KANE COUNTY,UTAH,NCES_District-4900020,940 W 800 S,OREM,http://www.ucas-edu.net,UTAH COUNTY ACADEMY OF SCIENCE,Yes
"Goddard USD 265, Kansas",NDA,GODDARD USD 265,KANSAS,NCES_District-2006540,P.O. Box 249,Goddard,http://www.goddardusd.com,GODDARD,Yes
"Lehman College CUNY , New York",NDA,LEHMAN COLLEGE CUNY ,NEW YORK,NCES_District-3680977,199 WASHINGTON AVE,RENSSELAER,,NURSES MIDDLE COLLEGE CHARTER HIGH SCHOOL-CAPITAL REGION,Yes
"Deptford Township School District, New Jersey",NDA,DEPTFORD TOWNSHIP SCHOOL DISTRICT,NEW JERSEY,NCES_District-3403900,890 Bankbridge Road,Sewell,http://www.deptfordschools.org/,DEPTFORD TOWNSHIP PUBLIC SCHOOL DISTRICT,Yes
"National Institute of Neurological Disorders and Stroke (NINDS), Maryland",NDA,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE (NINDS),MARYLAND,NCES_District-2400027,200 Font Hill Avenue,Baltimore,http://www.seedschoolmd.org,SEED SCHOOL OF MARYLAND,Yes
"City of Burlington Public Schools, New Jersey",NDA,CITY OF BURLINGTON PUBLIC SCHOOLS,NEW JERSEY,NCES_District-3407570,One High Tech Way,Secaucus,http://www.hcstonline.org,HUDSON COUNTY SCHOOLS OF TECHNOLOGY SCHOOL DISTRICT,Yes
"Hull-Daisetta Independent School District, Texas",NDA,HULL-DAISETTA INDEPENDENT SCHOOL DISTRICT,TEXAS,NCES_District-4800058,12333 N LAMAR BLVD,AUSTIN,http://www.nyos.org,NYOS CHARTER SCHOOL,Yes
"University of Colorado at Boulder, Colorado",NDA,UNIVERSITY OF COLORADO AT BOULDER,COLORADO,NCES_District-0805520,32475 COUNTY ROAD 11.5,MANZANOLA,http://www.manzanola.k12.co.us,MANZANOLA JOINT DISTRICT NO. 3J OF THE COUNTIES OF OTERO A,Yes
"Village of Round Lake Beach, Illinois",NDA,VILLAGE OF ROUND LAKE BEACH,ILLINOIS,NCES_District-1700010,11315 W Wadsworth Rd,Beach Park,http://bpd3.org,BEACH PARK CCSD 3,Yes
"Havre Public Schools, Montana",NDA,HAVRE PUBLIC SCHOOLS,MONTANA,NCES_District-3013590,Box 7791,Havre,http://www.blueponyk12.com/havrek12,HAVRE H S,Yes
"University of Texas at Dallas, Texas",NDA,UNIVERSITY OF TEXAS AT DALLAS,TEXAS,NCES_District-4826430,P O BOX 548,LAKE DALLAS,http://www.ldisd.net,LAKE DALLAS ISD,Yes
"City of Atlanta, Georgia",NDA,CITY OF ATLANTA,GEORGIA,NCES_District-1301680,125 Electric Avenue,Decatur,,CITY SCHOOLS OF DECATUR,Yes
"Hartsfield-Jackson Atlanta International Airport, Georgia",NDA,HARTSFIELD-JACKSON ATLANTA INTERNATIONAL AIRPORT,GEORGIA,NCES_District-1302940,1660 Winder Highway,Jefferson,,JACKSON COUNTY,Yes
"Evanston-Skokie Community Consolidated School District No. 65, Illinois",NDA,EVANSTON-SKOKIE COMMUNITY CONSOLIDATED SCHOOL DISTRICT NO. 65,ILLINOIS,NCES_District-1731310,1525 Locust St,Red Bud,,PERANDOE SPEC EDUC DISTRICT,Yes
"Albert Lea Area Schools, Minnesota",NDA,ALBERT LEA AREA SCHOOLS,MINNESOTA,NCES_District-2742330,1700 3RD AVE S,WHEATON,http://wheaton.k12.mn.us/,WHEATON AREA PUBLIC SCHOOL DISTRICT,Yes
"Devils Lake Public Schools, North Dakota",NDA,DEVILS LAKE PUBLIC SCHOOLS,NORTH DAKOTA,NCES_District-3805040,1601 College Drive N,Devils Lake,http://www.devils-lake.k12.nd.us,DEVILS LAKE 1,Yes
"Othello School District 147, Washington",NDA,OTHELLO SCHOOL DISTRICT 147,WASHINGTON,NCES_District-5306480,1025 S 1st Ave,OTHELLO,http://www.othelloschools.org,OTHELLO SCHOOL DISTRICT,Yes
"Greencastle-Antrim School District, Pennsylvania",NDA,GREENCASTLE-ANTRIM SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4211010,500 East Leitersburg Street,Greencastle,http://www.gcasd.org,GREENCASTLE-ANTRIM SD,Yes
"St. Bernard Parish Public Schools, Louisiana",NDA,ST. BERNARD PARISH PUBLIC SCHOOLS,LOUISIANA,NCES_District-2201410,200 East St. Bernard Highway,Chalmette,,ST. BERNARD PARISH,Yes
"Georgia Department of Natural Resources, Georgia",NDA,GEORGIA DEPARTMENT OF NATURAL RESOURCES,GEORGIA,NCES_District-1300025,Suite 852. 205 Jessie Hill Jr.,Atlanta,,DEPARTMENT OF CORRECTIONS,Yes
"Peace River-Manasota Regional Water Supply Authority, Florida",NDA,PEACE RIVER-MANASOTA REGIONAL WATER SUPPLY AUTHORITY,FLORIDA,NCES_District-1200930,6500 57TH ST,VERO BEACH,http://www.indianriverschools.org,INDIAN RIVER,Yes
"Albuquerque School of Excellence, New Mexico",NDA,ALBUQUERQUE SCHOOL OF EXCELLENCE,NEW MEXICO,NCES_District-3500060,PO BOX 25704,ALBUQUERQUE,http://www.aps.edu,ALBUQUERQUE,Yes
"Bowling Green State University, Ohio",NDA,BOWLING GREEN STATE UNIVERSITY,OHIO,NCES_District-3905055,PO Box 438,Smithville,http://www.green-local.k12.oh.us/,GREEN LOCAL,Yes
"Hennepin County, Minnesota",NDA,HENNEPIN COUNTY,MINNESOTA,NCES_District-2700407,1001 HIGHWAY 25 NW,WATERTOWN,,CARVER COUNTY SCHOOLS NETWORK,Yes
"City of Midland, Michigan",NDA,CITY OF MIDLAND,MICHIGAN,NCES_District-2600001,PO Box 30003,Lansing,http://www.michigan.gov/corrections,MICHIGAN DEPARTMENT OF CORRECTIONS,Yes
"National Institute on Drug Abuse (NIDA), Maryland",NDA,NATIONAL INSTITUTE ON DRUG ABUSE (NIDA),MARYLAND,NCES_District-2400180,204 Franklin Street,Denton,http://www.carolineschools.org,CAROLINE COUNTY PUBLIC SCHOOLS,Yes
"Waterford Unified School District, California",NDA,WATERFORD UNIFIED SCHOOL DISTRICT,CALIFORNIA,NCES_District-0600063,219 North Reinway Ave. Bldg. 2,Waterford,http://www.waterford.k12.ca.us,WATERFORD UNIFIED,Yes
"Franklin County Technical School, Massachusetts",NDA,FRANKLIN COUNTY TECHNICAL SCHOOL,MASSACHUSETTS,NCES_District-2505010,355 East Central Street,Franklin,http://www.franklinps.net,FRANKLIN,Yes
"County of Solano, California",NDA,COUNTY OF SOLANO,CALIFORNIA,NCES_District-0619650,800 Broadway St.,King City,http://www.smcjuhsd.org,SOUTH MONTEREY COUNTY JOINT UNION HIGH,Yes
"Piner-Olivet Union School District, California",NDA,PINER-OLIVET UNION SCHOOL DISTRICT,CALIFORNIA,NCES_District-0601950,155 Bardin Rd.,Salinas,http://www.alisal.org,ALISAL UNION,Yes
"St. Mary's Area School District, Pennsylvania",NDA,ST. MARY'S AREA SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4212030,2354 Brodhead Rd,Aliquippa,http://www.hopewellarea.org,HOPEWELL AREA SD,Yes
"SUNY Stony Brook University, New York",NDA,SUNY STONY BROOK UNIVERSITY,NEW YORK,NCES_District-3624630,390 N RIDGE ST,RYE BROOK,http://www.blindbrook.org,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,Yes
"Oley Valley School District, Pennsylvania",NDA,OLEY VALLEY SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4218150,17 Jefferson St,Oley,http://www.oleyvalleysd.org,OLEY VALLEY SD,Yes
"Cicero Public School District No. 99, Illinois",NDA,CICERO PUBLIC SCHOOL DISTRICT NO. 99,ILLINOIS,NCES_District-1737050,999 N Strong Ave,Spring Valley,http://www.sv99.org,SPRING VALLEY CCSD 99,Yes
"Deer Lakes School District, Pennsylvania",NDA,DEER LAKES SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4212335,576 Vo Tech Rd,Reynoldsville,http://jefftech.info,JEFFERSON COUNTY-DUBOIS AREA VOCATIONAL-TECHNICAL SCHOOL,Yes
"Shawnee Community College, Illinois",NDA,SHAWNEE COMMUNITY COLLEGE,ILLINOIS,NCES_District-1742990,3365 State Hwy 3 N,Wolf Lake,http://www.shawneedistrict84.com,SHAWNEE CUSD 84,Yes
"Borough of Pottstown, Pennsylvania",NDA,BOROUGH OF POTTSTOWN,PENNSYLVANIA,NCES_District-4200137,1530 Westerly Parkway,State College,,YOUNG SCHOLARS OF CENTRAL PA CS,Yes
"Eagle Mountain-Saginaw ISD, Texas",NDA,EAGLE MOUNTAIN-SAGINAW ISD,TEXAS,NCES_District-4817700,1600 MUSTANG ROCK RD,FORT WORTH,http://www.emsisd.com,EAGLE MT-SAGINAW ISD,Yes
"Marlington Local School District, Ohio",NDA,MARLINGTON LOCAL SCHOOL DISTRICT,OHIO,NCES_District-3904742,336 S Main St,Arlington,http://www.arlingtonlocalschools.com/,ARLINGTON LOCAL,Yes
"University of North Texas System, Texas",NDA,UNIVERSITY OF NORTH TEXAS SYSTEM,TEXAS,NCES_District-4837150,7001 E EXPY 83,MERCEDES,http://www.stisd.net,SOUTH TEXAS ISD,Yes
"Slippery Rock Area School District, Pennsylvania",NDA,SLIPPERY ROCK AREA SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4221660,201 Kiester Rd,Slippery Rock,http://www.slipperyrock.k12.pa.us,SLIPPERY ROCK AREA SD,Yes
"Tri-County Public School District 300, Nebraska",NDA,TRI-COUNTY PUBLIC SCHOOL DISTRICT 300,NEBRASKA,NCES_District-3170140,230 EAST CALKINS AVENUE,ELM CREEK,,ELM CREEK PUBLIC SCHOOLS,Yes
"Pasadena City College, California",NDA,PASADENA CITY COLLEGE,CALIFORNIA,NCES_District-0602423,2890 Gateway Oaks Dr. Ste. 100,Sacramento,http://www.fortuneschool.us,HARDY BROWN COLLEGE PREP DISTRICT,Yes
"Georgia State University, Georgia",NDA,GEORGIA STATE UNIVERSITY,GEORGIA,NCES_District-1305861,2626 Hogan Road,Atlanta,,STATE SPECIALTY SCHOOLS II- RISE PREPARATORY CHARTER SCHOOL,Yes
"Creston Community School District, Iowa",NDA,CRESTON COMMUNITY SCHOOL DISTRICT,IOWA,NCES_District-1908310,801 N. Elm Street,Creston,http://www.crestonschools.org,CRESTON COMM SCHOOL DISTRICT,Yes
"Parkland School District, Pennsylvania",NDA,PARKLAND SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4213050,1355 Lakeland Drive,Scott Township,http://www.lakelandsd.org/,LAKELAND SCHOOL DISTRICT,Yes
"Town of Northbridge, Massachusetts",NDA,TOWN OF NORTHBRIDGE,MASSACHUSETTS,NCES_District-2508940,87 Linwood Avenue,Whitinsville,http://www.nps.org,NORTHBRIDGE,Yes
"Tea Area School District, South Dakota",NDA,TEA AREA SCHOOL DISTRICT,SOUTH DAKOTA,NCES_District-4600052,PO Box 488,Tea,http://www.teaschools.k12.sd.us,TEA AREA SCHOOL DISTRICT 41-5,Yes
"Elizabeth City State University, North Carolina",NDA,ELIZABETH CITY STATE UNIVERSITY,NORTH CAROLINA,NCES_District-3704890,301 Mulberry St,Weldon,http://district.weldoncityschools.org,WELDON CITY SCHOOLS,Yes
"Fort Sam Houston ISD, Texas",NDA,FORT SAM HOUSTON ISD,TEXAS,NCES_District-4820160,4005 WINANS RD,SAN ANTONIO,http://www.fshisd.net,FT SAM HOUSTON ISD,Yes
"City of Los Angeles, California",NDA,CITY OF LOS ANGELES,CALIFORNIA,NCES_District-0601797,2670 Griffin Ave.,Los Angeles,http://laleadership.org,LOS ANGELES LEADERSHIP PRIMARY ACADEMY DISTRICT,Yes
"Smithton R-VI School District, Missouri",NDA,SMITHTON R-VI SCHOOL DISTRICT,MISSOURI,NCES_District-2928380,505 S MYRTLE,SMITHTON,http://SMITHTON.K12.MO.US/,SMITHTON R-VI,Yes
"Virginia State University, Virginia",NDA,VIRGINIA STATE UNIVERSITY,VIRGINIA,NCES_District-5100041,UVA Health System,Charlottesville,,UNIVERSITY OF VIRGINIA,Yes
"The Smithtown Library, New York",NDA,THE SMITHTOWN LIBRARY,NEW YORK,NCES_District-3600063,950 LONGFELLOW AVE,BRONX,http://www.bronxarts.net,BRONX CHARTER SCHOOL FOR THE ARTS,Yes
"Trinity Area School District, Pennsylvania",NDA,TRINITY AREA SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4223760,231 Park Ave,Washington,http://www.trinitypride.org,TRINITY AREA SD,Yes
"George Mason University, Virginia",NDA,GEORGE MASON UNIVERSITY,VIRGINIA,NCES_District-5103090,PO Box 400,Prince George,http://pgs.k12.va.us,PRINCE GEORGE COUNTY PUBLIC SCHOOLS,Yes
"Long Branch City School District, New Jersey",NDA,LONG BRANCH CITY SCHOOL DISTRICT,NEW JERSEY,NCES_District-3408940,540 BROADWAY,LONG BRANCH,http://www.longbranch.k12.nj.us,LONG BRANCH PUBLIC SCHOOL DISTRICT,Yes
"Public Schools of Northborough and Southborough, Massachusetts",NDA,PUBLIC SCHOOLS OF NORTHBOROUGH AND SOUTHBOROUGH,MASSACHUSETTS,NCES_District-2510980,53 Parkerville Road,Southborough,http://www.nsboro.k12.ma.us,SOUTHBOROUGH,Yes
"Shaler Area High School, Pennsylvania",NDA,SHALER AREA HIGH SCHOOL,PENNSYLVANIA,NCES_District-4280110,3115 Ridge Road,Perkasie,http://www.ubtech.org,UPPER BUCKS COUNTY TECHNICAL SCHOOL,Yes
"University of Iowa, Iowa",NDA,UNIVERSITY OF IOWA,IOWA,NCES_District-1914730,710 North Street,Iowa Falls,http://www.ifacadets.net,IOWA FALLS COMM SCHOOL DISTRICT,Yes
"Republic School District, Missouri",NDA,REPUBLIC SCHOOL DISTRICT,MISSOURI,NCES_District-2926220,636 N. Main Ave.,REPUBLIC,http://WWW.REPUBLICSCHOOLS.ORG,REPUBLIC R-III,Yes
"South Harrison Community School Corporation, Indiana",NDA,SOUTH HARRISON COMMUNITY SCHOOL CORPORATION,INDIANA,NCES_District-1804980,1976 W Tyson Rd,Portland,http://www.jayschools.k12.in.us/,JAY SCHOOL CORPORATION,Yes
"Walnut Creek School District, California",NDA,WALNUT CREEK SCHOOL DISTRICT,CALIFORNIA,NCES_District-0601671,1598 Lucretia Ave.,San Jose,http://www.alphapublicschools.org,ALPHA: CORNERSTONE ACADEMY PREPARATORY DISTRICT,Yes
"New York City School District #6, New York",NDA,NEW YORK CITY SCHOOL DISTRICT #6,NEW YORK,NCES_District-3615780,290 NORWOOD AVE,PORT JEFFERSON STATION,http://www.comsewogue.k12.ny.us,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,Yes
"Millville Area School District, Pennsylvania",NDA,MILLVILLE AREA SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4215450,PO Box 260,Millville,http://www.millville.k12.pa.us,MILLVILLE AREA SD,Yes
"Avon Lake City School District, Ohio",NDA,AVON LAKE CITY SCHOOL DISTRICT,OHIO,NCES_District-3904812,175 Avon Belden Rd,Avon Lake,http://www.avonlakecityschools.org/,AVON LAKE CITY,Yes
"R. Brown McAllister STEM Elementary, North Carolina",NDA,R. BROWN MCALLISTER STEM ELEMENTARY,NORTH CAROLINA,NCES_District-3705079,2950 Summit Road,Goldsboro,,WAYNE STEM ACADEMY,Yes
"Mid-Prairie Community School District, Iowa",NDA,MID-PRAIRIE COMMUNITY SCHOOL DISTRICT,IOWA,NCES_District-1919140,PO BOX 150,Wellman,http://www.mphawks.org,MID-PRAIRIE COMM SCHOOL DISTRICT,Yes
"Octorara Area School District, Pennsylvania",NDA,OCTORARA AREA SCHOOL DISTRICT,PENNSYLVANIA,NCES_District-4218030,228 Highland Rd,Atglen,http://www.octorara.k12.pa.us/,OCTORARA AREA SD,Yes
"Princess Anne Elementary School, Virginia",NDA,PRINCESS ANNE ELEMENTARY SCHOOL,VIRGINIA,NCES_District-5100058,PO Box 2069,Staunton,http://www.vsdb.k12.va.us/,VIRGINIA SCHOOL FOR THE DEAF AND BLIND-STAUNTON,Yes
"Alsip-Hazelgreen-Oak Lawn School District No. 126, Illinois",NDA,ALSIP-HAZELGREEN-OAK LAWN SCHOOL DISTRICT NO. 126,ILLINOIS,NCES_District-1712720,600 Louisa Ave,Dupo,http://www.dupo196.org,COMM UNIT SCHOOL DISTRICT NO 196,Yes
